text,label
I was really disappointed with this software. It's not very user-friendly and it's crashed on me multiple times. I would not recommend it to anyone.,1
"This hand cream is amazing! It's so luxurious and moisturizing, and it leaves my hands feeling soft and smooth. I love the scent too.",1
"It's a rather chalky, odd color. I bought it hoping to lighten up the Dark Brown which is really dark, almost black. It worked well as a blend but it's a weird color on it's own.",0
This foundation is the perfect shade for my skin tone. It's so lightweight and it doesn't feel heavy on my skin. I would definitely recommend this product to anyone who is looking for a natural-looking foundation.,1
I wanted to like this but I think it just doesn't suit my thin hair. I also don't love misty sprays - I tend to get the aerosol spays. It smells great but I found it to be a little heavy and sticky.,0
I was really disappointed with this hand cream. It didn't seem to do anything for my hands and it actually made them feel drier. I wouldn't recommend this hand cream to anyone.,1
"My primary polish is OPI, but I thought I would try something new without chemicals.  This polish is thick, clumpy and does not last or shine like OPI!",0
This software is a must-have for anyone who works in a creative field. It's so easy to use and it has a ton of features that can help you to be more productive. I've been using it for a few months now and I'm really impressed with how well it works.,1
"This software is a complete waste of money. It's buggy, slow, and it doesn't do what it's supposed to do. I would not recommend it to anyone.",1
"UPDATE, 7/19/2012:  see the comments to this review from Acronis.  They claim the latest update to their installer was July 12, the day after my review below.  Well, they just sent me that latest installer, and it failed just as described below.  So a company which doesn't test its own installer, is not a company which pays close enough attention to the all-important issue of backups.  I won't do business with them.  Three times, same failure: with the initial CD bought here at Amazon, with the installer at Acronis on July 11 2012, and the one they just sent me today, allegedly dated from July 12, 2012.  Someone isn't paying attention to quality control.  Not good.

Important:  when you have a program like Norton GoBack, you can scroll back your drive to an earlier time.  You also get to see all the computer activity.  So this program never registered with Windows, and never installed icons on the hard drive before rebooting.  So it is not an OS or permissions problem -- I am the sole user of my machines and of course have full privileges -- but instead the programmer didn't write the program correctly.  And no one tested the installer prior to putting it on the internet for download.  Shouldn't have to require a customer like me complaining, for the correction to be made.  It should have been TESTED prior to release.  Again, not good.

UPDATE, 8/2/12 -- Acronis kept trying to blame Norton GoBack for the installation problem, again wanting to remotely connect to my computer.  This, despite the fact that I told them REPEATEDLY that I'd UNINSTALLED Acronis, a process which took 90 minutes, since only via Norton GoBack, could I uninstall it.  Now, here's the rub: GoBack records all computer activity.  So prior to rolling back the computer to uninstall Acronis, I VIEWED the activity of the installation.  Every file copied to temp files, then to the final directory, etc.  It never went through the function of REGISTERING with Windows.  It just rebooted the computer PRIOR TO registration, and of course didn't install any icons for Start Menu or desktop, nor offer the user the option to install icons.  All that activity and lack of activity, was IN the GoBack log.  So I KNOW what's wrong, and told Acronis.  Repeatedly.  They still kept writing me, until I finally refused to talk to them anymore about it.  So this kind of response, tells you much:  avoid Acronis.  Their Customer Service including two supervisors, don't even know computer basics.

So if your experience with Acronis has been good, fine.  Hope it stays that way.  My experience above and below, demonstrates a company which doesn't know its own programming.

So what is a good backup and OS/disc recovery program?  Macrium Reflect 5.  Works like a charm.  Just learned of it on cnet, and installed it, July 10, 2012.

Below, between the === 's, is the original review of Acronis.

================= original review of July 11, 2012 ==============

I made the mistake of buying this product some months back without using it, so of course now I can't get my money back.  WARNING: if you do as I did, you'll get a message on install telling you there is a later version, and recommending you select it.  DON'T DO THAT.  The later version depends on the program already being installed on your machine.  So it will seemingly install -- meaning copy files -- but will NOT register with Windows, and will NOT log itself into your Start Menu (on XP Pro, here), and will NOT create launch icons.

Adding insult to injury, this software has the longest product key I've ever typed, 71 characters.  Truly a pain to install.

So, if you're lucky to have GoBack as I am, you spend the next hour after the first half-hour's installation, uninstalling the program that way.  Since it didn't register itself in Windows, you can't uninstall it from Windows.  If you go to its Program files section and you click on its uninstall.exe, that program tells you Acronis is not on the system -- though it's IN the Acronis file under Program Files!

Okay, so if you instead install from the CD after rolling back your machine to before the 'later version' suggested as installation instead -- thus installing the earlier CD version -- what happens?  THE SAME THING.  So again you need a restoration program like Norton GoBack, to roll back your machine to pre-installation, else you can't uninstall a program which itself, doesn't know it is installed.  So you waste another 90 minutes.

Now, given the nature of this program, which claims to protect your files and computer, to copy sectors and partitions -- such a defective installation does not bode well for the competence of the program itself.  It claims to be able to do great things, yet can't even do a simple installation, or detect its own presence in a file folder?

Look: mistakes happen.  Programmer typos have big results and are hard to detect.  No problem.  But a massive oversight like this implies a systemic problem with the software.  Given owner complaints in the Acronis forum (at least they have one), it seems as though the systemic problem isn't getting the attention it needs.  These are life-or-death programs.  They need more professional service.  And, they should charge more.  Here, you waste $20 and three or four hours' time (so it ends up costing you $420, because anyone's time these days is worth $100 per hour).

My guess is that the url for registration is not included in the installer, or is defective, so it just aborted the install without telling you that's what happened.  So you think it finished installation, since it says it successfully installed, even when you ABORT the installation, lol.  So I'm sending this review link to Acronis, hoping they will respond and this can be fixed.

=============================

So don't make my mistake, and buy this program.  Closest thing to Norton GoBack (no longer sold, not good for Win7), is MagiCure  -- which can only be installed on Windows-alone systems, has an 8GB NTFS limit for storage, which translates into a one-day rollback. For a good DISK CLONING and backup program, get Macrium Reflect 5 Pro.

PS: Disk cloning of your root drive, is the only way to get back into operation 15 minutes after Windows crashes or your registry dies.  Basically, you CLONE your root drive to an external drive of the same size, and Macrium literally replaces the entire destination drive byte-for-byte, so it's an exact duplicate of your root drive.  If your target drive is SMALLER than your root drive, but the USED space is smaller than your target drive, the clone still works.  Macrium's disc cloning is swift, easy to use, and works well; but it is not automated.  I do it 1x per week, while watching TV; with automated disc-image backups on the other days.  Cloning 35-70GB takes an hour.",0
I am not a fan of this polish.  It has a relatively dull finish and take 3-4 coats to effectively coat the nail.  I would not recommend that other people purchase this polish.,0
opi is a great product.. i bought the soft and thin one and it didn't work for me at all. i guess i should've got the original one. i ended up buying sally hansen hard as nails at target for $2.49 and it's working GREAT! my nails are paper thin and bend backwards and split down the middle and have ridges. they are a mess! especially after taking off my acrylics. i would try the regular...,0
"The ones at Sally Beauty work just as well for a fraction of the price. Also, my dog got a hold of this one and destroyed it. Hence, my review is ""meh."" Fragile and overpriced. A bit too impractical for me.",0
"There is absolutely no reason to buy this product.  Stick with XP and wait and see how Windows 7 does when released this year.  Vista adds some eye candy that you can get for your xp system for free or a small fee.

It does add heaches, UAC (goggle that one and check the number of problems), terrific bloat, system slow down, driver issues, software issues,etc...

Also take a look at the people giving 4 and 5 stars and then listing a host of problems.",0
It takes too long to cover the patches. The colour was too dark for brown. It was like black. It cannot be used for large areas of baldness.,0
"Another one of my least favorite preshaves. Entirely too sticky for me... It leaves a nasty ring of shaved hair around the sink after the water drains, even when using a little bit. I prefer something between the runny splashes out there... and this glue product.",0
"This foundation is perfect for my skin! It provides just the right amount of coverage, and it doesn't feel heavy or cakey. My skin looks smooth and flawless all day long.",1
I've been using this software for a few years now and I'm still very happy with it. It's very reliable and does everything I need it to do. The customer support is also excellent.,1
This software is a complete waste of time! It's so slow and it doesn't work properly. I would not recommend this product to anyone.,1
4 out of 5 stars,1
"This hand cream is amazing! It makes my hands so soft and smooth. I love the smell and the way it absorbs into my skin. I would definitely recommend this hand cream to anyone who is looking for a luxurious, high-quality product.",1
The Family Tree Maker would not work on my Windows 7 64 bit computer. I had to send it back. I used the ancestory.com online website instead.,0
This perfume is amazing! It's so luxurious and it smells amazing. I get so many compliments on it. I would definitely recommend it to others.,1
Disappointed very over priced water!,0
I grew out of this color.,0
"This mascara is the best I've ever used. It gives me such long, voluminous lashes. I love it!",1
This blush is the perfect shade for my skin tone. It gives me a natural-looking glow that lasts all day.,1
"I don't think this made my skin worse, but I honestly can't say that I saw any difference from using it.",0
This software is a complete rip-off. It's overpriced and it doesn't work properly. I would not recommend it to anyone.,1
This lipstick is the perfect shade of red for me. It's so flattering and it makes my lips look so luscious. I would definitely recommend this product to anyone who is looking for a high-quality lipstick.,1
Thank you love it,0
4 stars,1
This software is the best! It's helped me to grow my business so much. I would definitely recommend it to anyone who is looking for a new software product.,1
"I was really excited to try this software, but I was disappointed. It's not very user-friendly and it's hard to figure out how to use. I've tried to contact customer support, but they haven't been very helpful. I would not recommend this software to anyone.",1
This face cream is amazing! It's helped to reduce my wrinkles and make my skin look so much younger. I love the way it makes my skin feel. It's definitely worth the price.,1
5 out of 5 stars,1
"Microsoft started life as the up and coming company that dared take on IBM and won the personal micro-computing industry as its prize.  Apple existed but its computers never caught the market share enjoyed by Microsoft and its Windows family of products.  Next came the Microsoft Office Suite with its Outlook, Excel, Word and Access heavy hitters.  For a time in the computer world it looked as if Microsoft was an unstoppable Juggernaut.  But all those years of success had changed Microsoft from its former nimble self that anticipated what the market needed and was there at the ready with new innovative products before the customer even knew they wanted \ needed fresh technology.  Microsoft over time became what it once mocked, laughed at and despised in the corporate giants of mainframe computing.  Microsoft has become steeped in the same muddled self defeating institutional thinking that prevented Xerox and IBM from cashing in big time on many of the monumental computing innovations they spawned.

The Apple IPad and IPod and other products caught Microsoft napping and today Apple is bigger than Microsoft.  This brings us to Windows 8 part of Microsoft's best answer to a fast changing computing universe.  Microsoft missed the boat on pad, pod hand held and tablet computing revolution.  Microsoft still rules in the desktop computing arena but, Microsoft's desktop computer sales market share is being steadily eroded by the pads, pods, tablets and other hand held smart devices.  Windows 8 is Microsoft's software based version of a Hail Mary pass made in the computer marketplace.  Windows 8 is built around a touch screen type interface at least on the surface no pun intended. The Windows 8 touch screen interface is meant to suggest Microsoft is developing software in tune with todays Ipad, Ipod, Smart Device and tablet centric times. To win back users lost to smart phones and smart device touch screens Microsoft dumped its tried and true if dated Desktop, with its icons, mice, point \ click, task bar and Start button technology.  Windows 8 is a heavily touch screen based graphical interface that brings smart phone \ ipad like functionality to the desktop computing arena.  Mouse use is still accommodated in Windows 8 but you can see by its clumsy integration into the Windows 8 operating system that mice are tolerated like a irrelevant old auntie who has totally over stayed her welcome.  Unfortunately like many new innovations the devil is in the details of how Windows 8 was changed.  Ask yourself the questions in the next paragraph to see is Windows 8 right for you.

Is the touch screen format the very best way of interacting with your desktop interface.  Any hand held smart device benefits from a touch screen interface because; the entire device is in your hand.  A desk top monitor by compassion is huge.  Also the monitor as an output device is oriented vertical to the user which works as a display only output device but as an input device the vertical monitor is ineffective awkward and and clumsy to use.  Looking down at the interface allows easy touch screen use.  As an example imagine playing the piano if you had to reach forward to touch each of its 88 keys instead of looking down at the ""Keyboard!""  I'd dare say piano music would have a different history were this the case. You have to reach forward to interact using touch with most desktop systems.  You look down onto hand held devices which make them easier and comfortable to use. Also work in offices conforms to a different production and management paradigm compared to tasks common to smart phone and smart device touch phone user tasks.  You can't just graph a touch screen onto a desktop system and proclaim it an monumental innovation which a lesson Microsoft is in the process of learning with Windows 8.  Windows 8 is a very pretty but ill conceived interface that succeeds at being new but fails at being better, more user friendly or easy to acclimate to when moving from Windows Vista, Windows 7 or any Windows 95 themed desktop operating system interface.  Windows 8 is pretty and if you are a tried and true computer geek like me you will buy Windows 8 simply because it is there standing as a challenge to be overcome and mastered.  However does Windows 8 offer the traditional Windows 7, XP or Windows Vista desktop operating system user any advantages over a stable awesome Windows 7 is the question you must ask yourself.

If you dig under that pretty new touch screen you will find much of the same programs, utilities and goodies you have in Windows 7.  The problem with Windows 8 is not the operating system it is the many changes in how you navigate the Windows 8 computer environment.  Windows 8 is like coming home to find your whole house rearranged to the point where nothing is where you are used to finding it.  Things are placed in odd new places to accommodate the touch screen technology at the expense of point and click mouse users.  At first it appears nothing in Windows 8 is as easy to use and manage as it once was in Windows 7.  Windows 8 is change for change sake that appears forced, hurried and not at all well thought out.  Windows 8 embraces change to touch screen technology not because it was the next logical evolution in desktop operating system design and ease of use.  Windows 8 appears to be built simply to let Microsoft say me too in a world of touch screen driven smart devices that is rapidly moving away and redefining desktop computing.  In Windows 8 Microsoft is following change rather than leading it and it shows glaringly in this product.  Microsoft is a Johnny come lately to the touch screen smart device world and is being forced by the computing marketplace to do a Hail Mary Play.  Microsoft is hoping like any Hail Mary Play that Windows 8 will propel it back into its glory days where Microsoft was an engine of computing innovation envied by the world.  Windows 8 is a good solid operating system if you have the time and will to relearn almost everything you do on a desktop computer.  Otherwise Microsoft Windows 8 is a Hail Mary Pass created for the same reason Mary Mary Passes are used in football.  Microsoft could have lots of good ideas yet to come but I do not think Windows 8 is one of those better ideas.  Windows 8 is an Operating System change in order to say me too in a world computing device marketplace nothing more.  People won't like this review I know this but I think its the truth so I stand by every word!",0
"i got this for my son who wanted software for learning Spanish.  I speak spanish fluently as well as English.  This software is crapware... if you want something to help you learn Spanish, look elsewhere.  My son, after checking it out, has never used it further and I don't blame him.",0
This hand cream is a complete rip-off. It's so expensive and it doesn't even work that well. My hands feel just as dry and cracked as they did before I used this product. I would not recommend this product to anyone.,1
This lipstick is so beautiful! The color is perfect and it goes on so smoothly. I love the way it makes my lips look. I would definitely recommend this lipstick to anyone who is looking for a high-quality lipstick.,1
"I've used Turbo Tax for years and thought that my tax returns were being prepared correctly until I ran into a problem this year.  The problem revolves around an incorrect error message this year in Turbo Tax regarding HSA (Health Savings accounts)  After looking through all of the help topics on the Turbo Tax ""Live Community"" site,  I found a ""work around"" under this title, ""HSA ""Failure to Maintain HDHP Coverage"" Displays When Not Applicable"" that didn't work.  Not only that, but I would have been submitting false information on my tax return had I used it.  They stated in one post that the update in Feb. fixed the problem.  Since I used the software in April it obviously didn't.

So I called Turblo Tax after hunting all over the place for a number. I sat on hold for 35 minutes and then after being connected to someone on their help desk and explaining my problem sat on hold for another 40 minutes before being disconnected.

Update 4/15/12 - I finally posted the question about the error message on an Amazon discussion thread where Bob Meighan with TurboTax was posting answers to other comments and questions.  He posted a link (the one I had already found that didn't work) and also posted a link to his email.  My emailed questions were answered promptly and finally ended up with him phoning and I thought the problem was resolved but then found out after reviewing the filled out forms that it still wasn't right.

The error message wasted a lot of my time which I don't think I should have had to spend.  And my tax forms weren't filled out correctly in the end.  I ended up purchasing the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/H-R-Block-At-Home-Deluxe-State-2011-Win-Download/dp/B0068TJ7OC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">H&R Block At Home Deluxe + State 2011 Win [Download</a>] and had my taxes done within an hour with no headaches.",0
"I got this to wipe out my hard drive on my pc, but it is instead to clean the registry.  The description was not clear enough.
I didn't bother to return it, but got a Mac instead, and gave away the item",0
This mascara is amazing! It gives me such long and voluminous lashes. I would definitely recommend this product to anyone who is looking for a great mascara.,1
"Buyer Beware:  not only produces non bootable copy, but also makes original non bootable.  This is a very dangerous product.",0
The first time using this polish and it is very thick and does not go on evenly. Won't let me return and I'm very disappointed. I won't be buying polish off Amazon again. I usually love Essie.,0
This hand cream is amazing! It's so luxurious and it makes my hands feel so soft and smooth. I love the smell and it's just the perfect thing to use after a long day.,1
This software is a nightmare! It's so buggy and it crashes all the time. I've been using it for a few weeks now and I'm ready to throw it out the window. I would not recommend this software to anyone.,1
This software is a great tool for managing my business. It's easy to use and it helps me to keep track of everything. I would definitely recommend it to anyone who is looking for a good business management software.,1
Break out from HELL - worse than a hormonal teenager!,0
This software is amazing! It's so easy to use and it has a ton of features. I would definitely recommend it to anyone.,1
This hand cream is amazing! It's so soft and luxurious and it leaves my hands feeling hydrated and smooth. I love the scent - it's so subtle and refreshing. I would definitely recommend this product to anyone who is looking for a great hand cream.,1
This hand cream is amazing! It's so moisturizing and it leaves my hands feeling soft and smooth. I would definitely recommend it to anyone.,1
This lip gloss is so drying. It makes my lips look and feel so chapped. I would definitely not recommend this lip gloss to anyone.,1
I've been using this software for a few months now and I'm really happy with it. It's helped me to organize my life and I'm able to be more productive. I would definitely recommend this product to anyone.,1
This eyeliner is so precise and it gives me such a dramatic look. It's also very waterproof and it doesn't smudge or fade. I would definitely recommend this product to anyone looking for a new eyeliner.,1
This software is a life-saver! I've been using it for a few months now and it's helped me to be so much more organized. It's easy to use and it's helped me to save a lot of time. I would definitely recommend this software to anyone who is looking for a way to be more organized.,1
"This mascara is the best I've ever tried. It gives me long, voluminous lashes that don't clump or smudge.",1
This software is amazing! I've been using it for a few weeks now and it's made my life so much easier. It's so easy to use and it's helped me to be more organized and productive. I would definitely recommend this software to anyone.,1
"This foundation is the best I've ever used. It's so lightweight and it gives me a flawless, natural-looking finish. I love the coverage and it doesn't crease or cake. I would definitely recommend this product to anyone who is looking for a long-lasting, high-coverage foundation.",1
"This eyeshadow palette is so pigmented and easy to use. I can create a variety of looks with it, and it always stays in place all day.",1
I did not like this pencil.  Does not glide on smoothly.,0
"I purchased off of great reviews. Depending on how I curl my hair, I either love it or hair it. If I don't use the clamp, it's great, but once I do, it's terrible. My hair just slides out. In all years of curling and buying irons, this had never happened.",0
5 out of 5 stars,1
3 out of 5 stars,1
4 out of 5 stars,1
This lipstick is the perfect shade of red for me. It's so flattering and it makes my lips look amazing. I love the way it feels on my lips too. I would definitely recommend this product to anyone looking for a great red lipstick.,1
"Let me start by saying that I am in no way a Microsoft or Windows basher.  I have installed and used Windows from version 2.4 (yes, there was such a thing) through 3.0,3.1,95,98,ME,NT,2000,XP, and Vista.  I've also built several desktops and would be considered proficient with computers.  I also run Windows 7 64 bit on my new laptop (it came preloaded) and loved it so much that I decided to buy the upgrade for my older desktop.  That's where the story takes a sad turn.  In short, this review is about my experience with the UPGRADE version that I paid for and not Windows 7 it self.  If you can install it, it's pretty great.

I got this because I wanted to take advantage of the 64 bit capabilities of Windows 7.  The computer in question is older, but still more than capable - Dual Core 6400 with intel DG-965RY motherboard, 6 gigs of ram, 2 320 gig hard drives and a Nvidia 7900 GS card.  Originally it was running XP 32 and later upgraded to Vista ultimate 32.

The first problem I ran into was that because this is the upgrade version, it requires a valid previous installation of vista or XP.  What I usually like to do is wipe everything off my old drive before installing the new OS but this requirement prevented me to do so.  I don't see the point of checking the OS.  Yes, I know this is the upgrade but it could just as easily ask me to put in the VISTA or XP dvd to check to see if I have it.

Next, the installation was painfully slow.  I started the installation in the afternoon and by the next morning it was only at 74% done.  later in that afternoon (after around 20 hours) it booted up for the last time and indicated Windows 7 was about to start.  I thoguht the nightmare was over but it was just starting.  After asking me to choose a name and password (very sluggishly) I was asked to type in the product key which i did.  Then the system froze and appeared to be doing something.  so again i went to bed and woke up the next day only to see my computer had gone into standby mode.

For the next 7 hours I waited for it to finish installing (turning the mouse to make sure it wouldn't go into standby mode again) but it never did.  I restarted the computer and went through the last step again but again it froze.  This time I decided to install XP again (which installed in about 25 minutes) and wipe everything off the hard drive, disable my USB ports, etc. and went through that again.

Long story short, after 5 days, the upgrade freezes right after I put in my product key.  I have not tried the 32 bit version yet but the whole point of getting this was to use the 64 bit and extra RAM.  It's very obvious Microsoft did not test this enough for upgrades.  Even by their own admission, their own people took around 20 hours for upgrades so that should have been a red flag.

So my recommendation is don't bother upgrading if you already have a system that's working.  Either put it in a brand new system that's windows 7 certified or buy a computer with it built in.  I'm out a $100 but you shouldn't have to be.

*update*
I called MS tech support and was surprised at how eager they were to help.  I got several call backs to check on the status of the install, but unfortunately my machine just isn't made for windows 7 despite intel having windows 7 drivers for it.  I added another star for tech support's efforts.

*final update*
Overall I should take some of the blame too because when I ran the upgrade advisor, it told me that I was good to go (minus my linksys USB adapter) for the 32 bit version and I falsely assumed that it would be true for the 64 bit version as well.  Before installing, I tried to run the 64 bit upgrade advisor off the DVD but the actual program wouldn't run on a 32 bit platform which I found kind of odd.  For me the whole point of the upgrade was to go 64 bit and take advantage of my CPU and access to extra RAM so I am back on Vista (which runs great btw).  So take my review with a grain of salt.",0
This perfume is the best I've ever smelled! It's so unique and it makes me feel so special. I love the way it smells on my skin and it lasts all day long. I would definitely recommend this product.,1
3 stars,1
"I've been using BitDefender for the past couple of years.  I found the 2008 version for 3 computers for two years at a great price.  When it was running out, I went looking for a similar deal and found one.

I noticed a couple of unpolished elements when installing.  There were a lot of DOS command prompt windows opening in the background on the screen very briefly.  I didn't have to interact with any of them and they went away almost immediately so there's no harm to it.  It's just a little unpolished.

I should also mention that the update for it is big.  It will ask to download the updated installer, then after a few minutes when that's downloaded and run the updates for the program are currently over 75 MB.  I think that's probably the case with many anti-virus programs, but just be aware if you're on dial-up you'll be downloading for quite some time.

I uninstalled that old&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/2008-version/dp/B000V809KW/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">2008 version</a>&nbsp;from a laptop and a desktop.  The desktop went fine, but the laptop failed to uninstall.  I tried to get the uninstall program off Bitdefender's website, but the link they pointed to was dead.  Eventually, I found the CD and reinstalled, which failed, but the CD had the uninstaller which worked.  I only mention this because it's a little worrisome that if the last program had those issues that this version might when I eventually uninstall it.

I like this version of the program.  It has several different modes ranging from Novice (hides settings) to expert (showing all of it) and is very easy to change between them.  My absolute favorite part though, is the ""you're not fully protected"" system.  In past programs I've used, if you disable some feature you constantly get the little alert icon that you're ""at risk"".  Bitdefender 2010 lets you choose which of those things it monitors for.  So I didn't want the anti-spam because I only use web mail, so I told it not to bother me that I'd deleted it.  It may be a small thing, but to me it's a huge annoyance saver.

So far, I cannot tell if the scanner is faster or not.  It scans at only about a quarter of the number of files per second as the old program, but it supposedly has an intelligent monitoring system which lets it avoid rescanning files that haven't changed and thus couldn't have picked up an infection.  So while it wasn't that fast on the first scan, in theory it'll only get faster moving forward.  It intentionally skipped thousands of files.

Default is a daily scan, which in my opinion is complete overkill.  Unless you have a kid in your house, if the resident protection is running all the time you can get by with once or twice a week.  Thankfully, the scheduling is very easy and you can even set the scans to take low priority, which is a nice touch.

In terms of detection, BitDefender isn't the highest rated scanner, but it's far from the lowest.  It's an excellent budget anti-virus package and more than adequate for most people's needs.  Considering how reasonable the pricing is, I'd happily recommend.  However, since I've only used it a week or so, if it does do anything really weird I'll update my review to mention it.

Update 8/3/10
---------------
Finally had to use my printer and guess what?  BitDefender has killed it.  I can't use my network printer so I'm dropping this review a couple stars.  I killed its firewall and turned the Windows one on again.  Guess what?  I can print again.  I wasted 2 hours dealing trying to fix it before I gave up.  Unacceptable behavior in a firwall.",0
This foundation is the best I've ever used. It's so lightweight and it gives me a flawless finish. I love the way it looks on my skin. I would definitely recommend it to anyone looking for a new foundation.,1
"This lip gloss is the best I've ever used! It's so pigmented and it gives me a beautiful, natural look. I would highly recommend it to anyone.",1
Contains cotton flakes. Not for me. I guess I don't have oily skin.,0
"So far, I am not impressed. It did arrive quickly, but it does not work for us. I followed the instructions to a ""T"" several times on several devices and it would not connect. I started skeptical because there is no product on Amazon that has 300 reviews and every one is 5 stars. This is literally the 2nd 1-star review (and I think the other person was wise for not purchasing).  I've grown even more skeptical and plan on returning this product unless someone from Opticover is willing to help out.",0
"I liked the feel of it, but its terrible for my skin. Even with rare use this cleanser still leaves my face feeling stripped and dry, making it more oily and irritated shortly after. It has SLS as the main ingredient which is super harsh on facial skin and I wouldn't recommend using this unless you have the toughest skin and you use it rarely. I tried Derma E's glycolic wash and like that much, much better",0
"Microsoft Windows 8.1 is very different from the previous versions of MS Windows. MS Windows 8 and 8.1 tries to be two things in one package, an operating system for both desktop computers and tablet computers. There is a bit of a learning curve for finding all of the functions of the computer. This version also requires that you log in with Microsoft Account. It is used for saving all of your settings and passwords as well as buy and downloading Apps in the Windows Store. Other than having a quicker boot up time and having the Start Screen, MS Windows 8.1 seems to be a lot like MS Windows 7.

As a Mac user and a long time MS Windows user, I still have to look for things when I want to change a setting or something. There seem to be settings in the Control Panel for the Desktop mode and most of classic windows settings. There is also another pane of the Start Screen for settings that have to deal with the Tiles and the Start Screen. It seemed kind of odd, that I had to go into the desktop mode to set up my printer and that there is only current apps that then could access the printer in the Tile mode. Also I think what is odd, is that Internet Explorer in the Tile mode does not carry over all the settings that I have set for Internet Explorer in the desktop mode. I think this is kind of crazy. This is just one of the may interesting aspects of the new version of MS Windows.
MS Windows 8.1 is a vision of having one inter face for both traditional computers as well as new touch computing devices. I would only recommend this for people who are true MS Windows fan boys or someone who thinks they will really like the new Start Screen interface. Otherwise I think it might be kind of confusing for some people. I would say that it was a good try on Microsofts part but it seems a little too awkward unless its being used on a touchscreen.

If things were more organized and easier to find, I could give this a higher rating than three stars. MS Windows 7 seem to make was a good operating system and seemed to be more organized. I would say that this is better than MS Windows Vista. I think this is a good upgrade of you want the new Start Screen interface other wise you are not missing much with MS Windows 7.

My use of MS Windows 8.1 has been just on traditional desktop computer without a touchscreen interface (HP Pavilion Slimline s5-1120 Desktop PC).",0
"The tops to these things are absolute crap. The product itself is great, but the tops are just trash.",0
I love this hand cream! It's so luxurious and it makes my hands feel so soft and smooth. I love the scent and it's not too overpowering. I would definitely recommend this hand cream to anyone.,1
"I have oily, acne-prone skin and found this product to sort of leave a film on my face. It did nothing to clear my skin, but it might be good for someone who wants a bit of exfoliation and has sensitive skin..",0
"I got a virus using Nortons, and since then I have had several friends have the same thing happen.  We all do updates and do not open attachments, so I really recommend anything but this!!
I have a friend that runs a teaching school for computers, and he said he had trouble with all the machines running Nortons getting viruses.  He changed to Panda and has not had the first antivirus since.
I have been running AVG I have had none of the problems, same with my friends.",0
its ok,0
This software is a complete disaster. It's so buggy and slow that it's unusable. I would not recommend it to anyone.,1
This software is great! It's so powerful and it can do anything I need it to do. I would definitely recommend it to anyone.,1
This hand cream is amazing! It's so luxurious and it makes my hands feel so soft and smooth. I love the smell of it too.,1
This software is great! It's helped me to be more productive at work. It's so easy to use and it's really helped me to stay organized. I would definitely recommend this software to anyone who wants to be more productive at work.,1
"I bought both Windows 7 Home Premium and Windows 7 Professional pre-release.  Disregard all of the hype of the last 6 months - Windows 7 is NOT worth the cost, the time, the risks, or the hassles of upgrading.  My most reliable computer is still my Windows XP.

In addition - if you have the Vista Home Premium - you can NOT use the Windows 7 Professional upgrade.

With Windows 7 you get slight improvements on the task bar and interface - however - you risk losing your data, having to do a complete reinstall of ALL of your programs, and then - when you finally have it installed - many of your programs will crash with Windows 7.

DO NOT UPGRADE - if you have a working system.  The improvements are very marginal.",0
This product is a must-have for anyone with dry skin. It absorbs quickly and leaves my skin feeling soft and smooth.,1
"my skin is allergic to this . so i have to return it.
i am so sad because it doesnt work for me.",0
