text,label
目前在海口吃过最好吃的绵绵冰，比膨膨冰味道还棒。团了一份超级芒果绵绵冰，很大很大一份，居然够四人吃。上面铺上满满一层大块大块的芒果，芒果很酸甜酸甜的，很新鲜，芒果味很香，还有淋上一层满满的芒果酱，是纯手工自制的鲜芒果酱，零添加，零污染。冰非常的细腻，入口即化。夏天来一份这样的冰，真是透心凉。大份原价39，四人份。超级划算。环境一般般，服务还行，兑换快，上的速度快，WF 不错。就是餐具太随意了，勺子居然是一次性的，盘子是塑料的。希望能改善一下餐具。至少看上去不会那么随便。洗澡多做活动。,0
首先要说的是这是非常正宗的火锅，成都重庆的去吃肯定很喜欢， 锅底料我点的微辣（因为浙江呆久了，所以变得不太能吃辣） 微辣没有什么辣味，但是锅底料非常的香，一进去是一股正宗火锅店的味道。 \\n【价格】两个人230几 吃了很多 ，这个味道和价格成正比，算很便宜的。\\n【服务 -差】我去的时候已经是7:40左右 店里没人服务员很多，但是没有人接待，做了很久，才来给菜单，中途喊服务员也半天没有人来，连结账都喊了三次。 \\n【上菜速度】比较快，而且菜品可以半份半份的点，非常人性化。\\n---------------------------------------------【雪花牛肉】还可以，非常大一片，口感较老，味道还行\\n【千层肚】我点错了，应该点那种一片片的毛肚，这种我不是很喜欢吃，但是还是很新鲜，比较脆\\n【虾饺】 不是成都那种海霸王虾饺，是臭的....有几个是骚臭味非常严重，男友说算了，懒得叫服务员来验证我也没叫。\\n【午餐肉】算比较好吃的午餐肉， 嫩 但不粉 比较有韧度。\\n【肥羊】大份非常多，口感也很嫩，下锅涮一会就好。\\n【黄喉】脆、嫩、缺点是太大片， 刀工不地道\\n【脆皮肠】中规中矩没有异味已经算很好的了。\\n【土豆】 是那种煮久了非常粉糯的土豆，非常好 ～ \\n【平菇】 很好 ，新鲜的\\n\\n--------------------------------\\n总的来说这家的装修也好 调味料也好，都非常的地道，就是服务需要提升，店员那么多但招呼人的却很少。,0
第一次去吃呢，因为团的是周一到周五的午餐，所以周末去要额外加钱，服务挺好的，菜式多样，菜品都很新鲜，水果也不错，不知道吃的什么肉为什么感觉所有的肉都有一股味道呢，受不了这个味，吃的最多的就是虾，虾哈哈，为什么没有培根呢，烤生蚝那么多排队的，个人觉得没想象的好吃，忘了吃小点心，撤空盘子、更换烤纸都很及时～每人一份小鲍鱼和螃蟹，还算不错。餐前会交押金，餐后找服务员签字才会退还，总体还可以吧哈哈。。。。,0
徽菜一直是我最爱的菜系之一，这家餐厅的表现可圈可点！美味可口的干锅鸭舌让我欲罢不能，红烧排骨更是入口即化。这里的环境优雅，服务也很周到。对于喜欢徽菜的饕客来说，这家餐厅绝对是个不可错过的地方。,1
这是我在杭州尝试过的最正宗的浙菜，菜品丰富多样，让人眼花缭乱。从西湖醋鱼到东坡肉，每一道菜都口感鲜美，色香味俱佳。服务热情周到，环境幽雅，是一家值得推荐的浙菜馆。,1
餐厅的甜蜜土豆非常香甜可口，是一道不容错过的美味菜品。,1
哎 今天在这家买面包 心情挺不愉快的 明明台面上只有肉松餐包 和菠萝餐包的标示 买单时发现买的是杏仁餐包 不吃杏仁的我只能换 结账的是店长开始没理我 先帮后面买单 我说我不吃杏仁 而且没有标示 她说好 我没说不帮你退 又结账后面几个顾客 我说那我不退了 我以为她觉得是肉啊的六块 杏仁六块八 不方便退 我主动说 那我拿两个菠萝吧 价格一样 她说我又没说不帮你退 你等一下 你用团购券结账的 我也不一定退得掉 我说价格一样啊 不用退 直接换一下好了 她说电脑要做账啊 我说电脑里面你标记一下 等一会儿不排队了再改就是了 她瞪我一眼如果退不了你走了我要赔的... 我真弄不明白 为何价格一样 要我赔啥呀？ 等所有客人结完账 我才退了重新买 等了很久 店长终于说了 你可以走了...我说你都没把面包给我...她看了我一眼把面包换了 然后说 我告诉你 还是退不了...等我我占了您便宜了...只说了一句 你们把标示要做好呀 结果人店长来句 又不是我上的货 我真的蛮奇怪的 难不成你们店面没有标示 也是顾客的责任吗？店长是啥也不管的吗？来消费 还要被教训...我也是醉了...以后不会再去了,0
我很失望。寿司的质量很差，味道也不好。我不会再来这里了。,1
这家真的要推荐啊啊啊！人气美食上看到介绍，因为自己本来就偏爱东南亚口味，就约上闺蜜一起去拔草啦～这家店就在宝山路地铁站出来不远，不过小巷子里还是找了一会儿。晚上7点多还是有人排队，和旁边冷清的店形成对比。感觉老板人特别好，会和食客交流对菜的评价，顾客有意见会虚心接受。关键是这家的菜真的是物美价廉！！菜单上每个菜都好想吃啊，按推荐点不会错，蛋黄大虾一定要点！性价比太高了！下次多带点人去把没吃到的都吃一遍～,0
在万裕看电影，来这里吃绝对是明智的，可以等到最后一分钟再入场～开在大上海时代广场也算高大上了，不过性价比真心不错的，值得一试～\\n\\n由于是七夕去的，怕人多，特意提前打电话预订，结果服务员说六点前到肯定有位子，也就罢了，果然如服务员所说，没预订也坐到了位子。。。这家是要先点单买完单后再入座的，幸好之前都想好要吃点啥了，报给服务员后说七夕满额送玫瑰蛋糕，真心不错啊～虽然蛋糕是送的，但是口味还是很赞的哦，卖相更是娇艳欲滴啊～\\n\\n叻沙味道还行，不算出挑，海鲜挺多的，满满一大碗，最后都吃不完～\\n\\n炸鱼拉茨条很不错，炸鱼外脆内嫩，也没啥刺，鱼的鲜味也被包裹进去了，很赞，薯条貌似是自制的吧，土豆不错，酱也不错～\\n\\n奶油培根意面的奶油味很浓郁，配了片面包，口感不错，卖相也好～\\n\\n水牛城鸡翅一般般，好多大蒜，腌制的不到位，还带血丝，口感真心一般。。。\\n\\n特饮超赞的啦～瓶子比头还高，喝起来是有点费事，但味道一级棒～点了个青柠的一个百香果的，都很赞，而且看上去瓶子细细的，喝起来真的能喝一下午了，好多啊～\\n\\n服务员都很客气，没位子的时候要求拼桌，都是用商量的口吻，也不勉强客人，这点还是很赞的，敞开式的环境让人很放松，有露天位，就是天气还有点小热，还是选择了室内。,0
虽然是本地人，但是没去过渔家乐吃住，听说的一些信息也是宰客之类的，朋友要来玩我也没有什么好建议可以提供给他们。这次有幸来巧克力渔家吃饭，我觉得对以往的关于渔家乐的认识有很大改观。巧克力渔家老板人非常实在，很热情，上菜很快，还不停的询问意见，招待很周到；卫生条件不错，都很干净。菜品丰富新鲜，品相赏心悦目，海鲜大拼盘包含的品类丰富，就是简单煮出来还可以配蘸料，我觉得海鲜就该这样吃，才能享受原汁原味，同时也能证明足够新鲜！然后那个大螃蟹，简直太棒了好吗，非常入味，老板忒大气了，看见大螃蟹我口水直流啊！满满的一盘基围虾，还有虾婆，据说叫皮皮虾？不管叫啥了我就是爱吃这个！味道鲜美的炒鸡，好吃的停不下来。炸鱿鱼圈香酥可口，凉拌菜也很美味。因我不爱吃鱼所以没品尝鱼类，但是看着品相很好量又足，店家上菜都是论大盘子的。鲍鱼乳鸽汤感觉很土豪的样子，哈哈。临走了还有小礼物送，老板讲到住宿说可以住宿但是条件比不上酒店，哎呦老板你真的太实在了，说的都很透明，店里明码标价，这样的店俺放心，以后小伙伴来玩也不愁找地方了，就选巧克力渔家乐！来吃过一次我就认识路了，啦啦啦～,0
这家餐厅的海鲜饭令我惊艳。米饭粒粒分明，搭配新鲜海鲜以及各种调味料，口感鲜美。此外，他们的西班牙牛排也十分出色，肉质鲜嫩多汁。无论你是喜欢海鲜还是牛排，这里都能满足你的味蕾。,1
我在这家餐厅尝试了一次传统的日本料理，真是美味至极！虽然价格较高，但品质绝对不会让你失望。尤其是他们的烤鳗鱼和寿司卷，让我流连忘返。,1
法式刺身寿司餐厅-这家餐厅将日本刺身和法国料理完美结合。他们的法式刺身寿司真是一绝！每一口都能感受到鲜美的海鲜和奇妙的调味。我还尝试了他们的法式海鲜汤，味道鲜美浓郁。餐厅的装潢简约大方，服务也非常热情。强烈推荐给喜欢新鲜刺身的老饕们！,1
很开心来到韩尚宫吃自助烤肉，虽然品种不是很多，但是味道都非常赞哦，螃蟹脚非常的入味，用餐的环境非常好，是音乐主题餐厅，有专业的人弹钢琴，也会唱歌，自己也可以上去唱歌，吃到撑想消化的时候我自己就上去唱了几首歌呢，服务态度非常赞，大门口就有服务员欢迎光临，也有专门的服务人员为我们亲自烤肉，有基围虾爬爬虾，也有火锅，听说那个火锅的汤都是用鸡还有骨头熬两天才有一锅呢，味道非常的鲜美呢，有各式各样的烤肉和火锅丸子，味道真的很赞，吃的很饱，吃的很撑，还有就是感觉那边的小菜味道一般，但是调的饮料味道非常好呢，甜甜的，一不小心就喝了三大杯，真是不好意思，感觉吃的非常尽兴，还想再来呢，下次带朋友一起去吃，再尝尝那个虾球和熟食，谢谢大众点评的款待哦，吃的非常开心呢，希望以后还会有霸王餐的活动呢，让我去品尝不同的美食，让我做个开心的吃货吧…今天吃的尽兴唱的尽兴，只是听我唱歌的朋友们不好意思虐待你们的耳朵啦，感谢冬瓜为我们服务，辛苦喽～大家也可以来这里品尝美食，带上自己的朋友或者亲人，一起聚聚，味道真的很不错的哟…,0
上个月新开的店，有名的蒸气锅，对我们顾客来说还可以，看着他在我们面前蒸熟了很“新鲜”，而且时间也不长，朋友一起聊几句就可以开吃了，少了油，算是还健康的了。对店家我觉得挺方便的，洗了或冰箱拿出来就可以了，还不用炒煮，省时又省力。不知是不是排队的时间长了，我们都好饿，来了一屉流沙包和鱼肉，果断先蒸上包子垫垫肚子。后来才慢慢吃上海鲜正餐，刚开始的几份还拍个照，后面几乎来不及吃了，呵呵～青口贝类的都还新鲜，就是个头小了些。我们去时没有5折的活动了，但团购可以用，能便宜些些，100减21，将近八折。,0
这家福建菜馆的土笋冻让我难以忘怀。软糯的土笋配上特制的酱汁，清凉可口。特别适合夏天吃，解暑又开胃。服务员的服务态度也很好，下次还会再来品尝其他菜品。,1
无论是土耳其烤肉还是汤类菜品，在这家餐厅都表现得非常出色。烤肉外焦里嫩，调味恰到好处，每一口都能品尝到肉的鲜香。汤类菜品浓郁可口，滋味独特。服务员非常热情，环境也很舒适。如果你是土耳其菜的爱好者，一定要来这里一试！,1
首先感谢大众点评抽中我食霸王餐。位置在五月花商场4楼，地铁上盖，交通方便。餐厅不算很大，里面双人的位置也不多，去到很多都说预留位，建议去之前先预约。去到也许比较早，服务员不多。差不多走的时候，驻唱歌手才上去唱，是个年轻女生。说说出品吧，柠檬茶，冻的比较好喝。水果沙拉分量比较足，种类唔少。安格斯牛扒我要的是7成熟，刚刚好，配红酒汁，味道唔错。榴莲披萨，饼底一般，榴莲肉芝士层都算厚的。总的来说出品唔错，环境和气氛挺好。,0
服务糟糕，菜品无特色，价格昂贵，不推荐这家中餐馆,1
这家川菜馆是我在成都吃过最正宗的地道川菜了！菜品口味浓郁，麻辣味十足。特别推荐他们的麻辣火锅，辣得刺激又香味十足，绝对是辣爱好者的天堂！,1
出去玩完饿了，在讨论吃什么的时候，最终想吃铁锅炖，然后从伏尔加庄园开车过来，开的时候已经过了饭点，2点半了，人依旧很多，人多不算还没有位置，等了一会才有位置，地点在小区里，生意如此火爆也是难得，就餐的环境一般，看着不太干净，点了一个铁锅炖鱼一个炖大鹅，味道可以给到四星，其他的略差一些，鱼现炖，材料上齐在桌上现场炖，火挺快，没多久就好了，只是时间短不入味，大鹅是炖好直接上的，上了三个小盆，我们七个人花了240多，吃的很满足，还剩了，真是便宜到家了，味道很好介意环境的慎重选择！,0
墨西哥辣椒屋真的是一家非常不错的墨西哥菜馆。他们的玉米饼配牛肉和墨西哥椒雪生虾都非常美味。菜肴味道正宗，辣度适中。服务员态度很好，提供了很多推荐。餐厅环境整洁舒适，价格也合理。下次还会再去！,1
这家日本餐厅呈现给我了出色的体验！他们的新鲜刺身和寿司美味极了，令人难以抗拒。烤鳗鱼盖饭和豚骨拉面也非常好吃。服务员们非常友好，总是笑容满面，给人一种宾至如归的感觉。无论你是寻找浪漫的晚餐，还是用餐与朋友聚会，这里都是一个完美的选择。,1
他们家的墨西哥香烤鸭腿非常美味，鸭肉鲜嫩多汁，味道独特。,1
本来都是习惯性好评  我几乎没给过这么差的评价  首先说环境 不知道是不是跟下雨有关系 一进门就觉得潮潮的 还夹杂着点鱼腥味儿 入座之后觉得桌布有点粘粘的潮湿感 再说服务 其实还算热情 但让我不满意的是 我们自己倒酒的时候倒的不是跟流畅 有点稀稀拉拉的感觉 就想让服务员给看看 结果不知道是他们太闲了还是怎么着 围过来一大帮人研究酒瓶 我可以理解你们的热情 和想帮忙的心 但上来就直接用手捅，拧瓶口也太不卫生了吧 最后说口味 我表示不能理解这里的鱼头泡饼为什么那么有名 鱼头处理的不干净 刚吃的第一口就有一种浓烈的鱼腥味还有土腥味 鱼肉不入味 汤汁味道不浓郁 还可以看到鱼头中凝结的血块 再说泡饼 乱糟糟的一盘就上来了 饼皮跟饼瓤已经完全分离了 而且是凉的 完全没有厚度 就算在汤里泡半天也吸不上来什么汤汁 泉水豆腐 卤水味过重 也不是想象中细滑的那种口号 完全就是市场上买的豆腐 没有新意 最后结账的时候给完钱了 找个钱也慢吞吞的 过了好久 而且卫生间不干净 总之我认为旺顺阁这个价位跟它的味道 环境 及服务都不成正比 不会再去了,0
点了好多肉啊，最后剩了一只鸡，真的一点都吃不下了。打包带回家后第二天烤着吃，超好吃呢！说的感觉自己绝对是一个吃货.外婆家还是味道相当好的，无论是金牌的还是非金牌店，味道都是好好呢。金牌外婆家里的一个大汤圆千万不要点，那个真的是不好吃，当时好几个同事在一起，看了半天也分析不出来里面的馅是萝卜还是啥，总之不要吃就是了，味道不好。其他的像红烧肉，烧鸡，虾什么的都很好吃！以后还会经常去的。而且价格还是比较合理的，怪不得总是有n多人排队等号！,0
这家餐厅的法式料理真是一绝，特别推荐他们的波尔多红酒炖牛肉，肉质鲜嫩入味，让人回味无穷。,1
这里的烤牛肉寿司味道好极了！肉质鲜嫩，味道美味。,1
这家店的海鲜寿司非常好吃！鱼肉鲜嫩，味道美味。,1
邳州熟菜馆：邳州熟菜馆的本帮菜做得非常地道，口味地道正宗。他们家的糖醋鲤鱼和蚕豆炒虾仁都很好吃，味道鲜美。服务也非常到位，满足了我的味蕾和服务需求。,1
很早就一直垂涎这家的螃蟹了，终于有机会过来吃了！[地理位置]这家店位于湖滨北路和莲岳路的交叉口处，一个很大很显眼的招牌，走到十字路口就可以看见了，旁边就有一个公交车站，很方便！[店面装修]他家店面很大，而且每一桌都做的类似一个隔间，特别贴心周到，而且椅子都是那种沙发椅，超软的，很舒服！[服务]他家服务态度很好，时不时的就会有服务员过来加茶水或者帮忙换骨碟或者调档。[菜品]最最好吃的就是他家88元的那个螃蟹了，超赞！螃蟹很大个，肉特别的多，而且肉质鲜美嫩滑，加上他家用蒜等红烧，特别的香！蟹钳里面肉特别多，还有蟹膏，好好吃！两三只就啃了半个多小时！火锅就是一直吃完螃蟹加水煮，所以味道也很不错！蔬菜拼盘量特别多，种类也多比如金针菇，香菇，生菜，油豆腐，鸡毛菜胡萝卜等等，并且都很新鲜。小份牛肉虽然说是小份，可是量真心挺多的，而且也不贵，才25元，不知道大盘的会有多少，牛肉也很不错哦，好吃！丸子拼盘小份的是28，这个感觉有点偏贵啊，里面有三种丸子。没种两个，有鲜虾丸，香菇贡丸还有鱼丸，这个没有想象中的好吃，一般般吧。莴笋是10块，切成长条状，新鲜好吃！清真馒头也还不错，很松软香甜，沾上一点炼乳就更甜，不过炼乳少了点奶香味。他家餐前还送两碟小菜哦，有凉拌海带和萝卜黄瓜拼盘，味道还可以吧，就是太辣了！总体来说很不错哦，下次还会来吃螃蟹的！,0
有好久没来你我他巫山烤鱼啦 之前手机里留着得券 今天终于又来他家啦 晚上来果然很火爆 不过 不用等一会儿就到我们啦 今天三个人吃的 加了土豆 豆皮 白菜 还点了个皮蛋豆腐 个人觉得土豆跟烤鱼超级配 土豆在里面糯糯的 而且会有甜 甜的感觉 即使是吃最后会有些焦的感觉 外皮会硬一点 口感更好 豆皮跟白菜也很不错 不过白菜是片的就更好了 皮蛋豆腐还可以吧 这次点的香辣味道的鲶鱼 刺少 很多肉 鱼外皮焦 香辣味道十足 感觉鱼皮胶质感很强 超级好吃 不过等的时间好长 吃了两盘锅巴 也证明锅巴也很好吃哟 三个人吃的都超级饱 花了不到100元 合适呢 现在转发朋友圈还送珍珍呢 希望这个活动一直有哈 服务人员态度都很不错的 点赞 希望团购价格再优惠就更好啦 还会继续支持的,0
这家小餐馆给我一种亲切且温暖的感觉。他们的意大利面和披萨是我在这里的必点菜肴。这里的面食口感细腻，浇上浓郁的番茄酱和奶酪，简直是味蕾的享受。披萨也很正宗，撒满各种香料和配料，口感丰富。,1
这家餐厅一直放在口袋名单，终於有机会去尝鲜，出龙阳路地铁站走过去约五分钟就到了，交通很便利。店内的小菜很好吃，烤肉的肉质不错，生菜包着肉一起吃口感爽脆，不会感觉太油腻！也可请服务员帮忙烤肉，烤盘周围有一圈蛋液 & 玉米色拉也蛮好吃的！只是餐厅内空间不是很大，与邻桌距离很近，若隔壁桌有人抽烟的话空气更加混浊，希望餐厅可以禁烟！服务态度不错，可以请服务员帮忙烤肉。这次点太多了，吃撑了。。。哈！下次来得酌量。同事们都蛮满意这家餐厅，除了有人抽烟被迫吸二手烟这一点比较不好…,0
记得第一次是去去过别处的沃歌斯，当时正值中午就餐时间，感觉来此就餐的大多是附近的白领，他们在吃就餐，一是这里的就餐环境；二是这里的西餐口味；这次是在环智国际大厦的沃歌斯，地处上海火车站附近，从地铁站出来，走过天桥，就能看到环智国际大厦，这里可谓闹中取静，在环智国际大厦的一层，场地虽然不算大，但也很温馨，和朋友相约在此聚会，点了咖啡和饮料，还有自己喜欢的意面和卷，口味不错哦，小哥的服务还是挺好，周到而热情，如果下回路过，还会进去坐坐。,0
这家餐厅的鳕鱼菜品清新健康，非常适合健康饮食的人。,1
对于那些喜欢家常菜的人来说，希腊厨艺餐厅是最佳选择。这家餐厅提供各种传统的希腊家常菜，如煎鱼和烤蔬菜。他们的酸奶沙拉和鲜艳的橄榄类也非常美味。然而，服务速度可能有些慢，但食物的味道可以弥补这一点，绝对值得一试。,1
这家餐厅的希腊卷非常好吃，外面是脆皮，里面是软糯的馅料。,1
在外地都没有看到有桥头排骨卖，第一次吃还是在先锋岛，感觉味道还不错，酥酥脆脆的，一份才15块。昨天又在大众点评上团了，还立减3元，更加优惠了，等于优惠了5块钱买，10元当15元用。这次是在中茵海华买的，老是看别人买锁骨的多，也买了份锁骨，直接把大众点评的券给老板娘，老板娘验证过了就直接把做好的锁骨装好了。速度很快啊，都没有排队等什么的。吃锁骨感觉和排骨味道一样嘛，好像肉多点，还是酥酥脆脆味道依旧一样咯。下场还是等大众点评团购。相对而言便宜好多呢。,0
好运来了挡不住，本来只是手闲，没想到居然抽中福照楼汽锅鸡（龙腾总店）的洋芋宴。这家店很好找，交三桥沿着北京路往北走，过了海关的楼就差不多了。早早出门没想到居然还有小伙伴比我早，第一次参加这样的活动，还好感觉不尴尬。洋芋还能做出一桌子的菜，真是太佩服了，以前只知道汽锅鸡是特色菜，这次见识了，美美的吃了一顿，还认识几个新朋友，太圆满了。最喜欢三文鱼的酱了，要是芥末再重一点就更好了，炸洋芋球永远是最爱，洋芋提篮可爱得不行了，羊排似乎有点膻，沾了剩下的芥末酱就好多了，饭后总喜欢有点甜味，芙蓉土豆羹的甜味适中，我喜欢，里面的料真是太有良心了，不过要是能把各种豆煮烂一些会更好。最后，建议不要点甜的饮料，热茶就好，还有就是才一定要热的吃，凉了就不好吃了。先拍照，放下手机赶紧动筷子！,0
在北新街上，牌匾很醒目，店也很大，外面停了好多辆车，应该都是吃他家的，饭店里面也都是人，特别的火，要是去晚了估计就没有位置了，点了一个羊蝎子，感觉不是很烂糊，而且肉有点少，羊汤挺不错的，料很足，一个人一碗很不错，烧麦感觉一般，跟其他饭店都差不多，扒肉条倒是很解馋，一大盘，肥瘦刚好，蒜蓉娃娃菜，感觉蒜蓉很不错呀，就是娃娃菜有的地方没有入进去味，尖椒干豆腐但是挺好吃的，他家挺便宜的，不是特别贵，码也很大，结账还赠送了两瓶矿泉水，总的来说吃一吃也挺不错的，要是想开车来吃的人建议早一点，要不然没有停车位的哦,0
这家餐厅的韩国料理让我流连忘返。他们的招牌石锅拌饭味道鲜美，米饭松软，配料丰富，简直是口感的极致体验。同时，他们的炸鸡也非常好吃，外脆内嫩，带有微妙的韩式香味。服务员态度亲切热情，餐厅环境也非常干净整洁。绝对是一家值得常去的地方。,1
从凤凰路的老店吃到现在也有二十年了。一眨眼圣廷苑店也十多年了。以前是作为节日大餐必选之地，现在是每周早茶的固定节目。凤凰楼比隔壁春满园强的地方在于不停有新菜式，新点心出来。服务一直都是那么好，出品一直都很有保证。虾饺，乳鸽，榴莲酥，葡挞都还是很不错。吃饭的话各类海鲜也是做得非常好。多宝鱼，东升班，大连鲍，黄油蟹也是不错。十几年老店有道咖喱红蟹全家爱吃，不知道现在还有没有。美中不足烧鹅分量比以前少了。,0
在出入境办完事，就打算试一试这素食馆。我系伪素食着者。一上二楼就系收银台，采用先付后食既结算方式。每位消费者派发一套餐具，食完后要各自把餐具拿走进行分类回收清洁。我本人很喜欢这做法，这样可以节省劳动力，也比较环保。\\n这种素食自助餐令我大开眼界，本来以为素食系无可能食得饱既，今日一睇品种，胃口大开，原来素食都可以煮成真的吸引。汤也有好几款，无肉煲的汤味道也很令人惊喜。其中我最爱椰子栗子汤，清甜不会腻。南瓜羹我就麻麻地啦，总觉得很重口味。冬菇煮豆腐，黄豆番茄都好好味，值得来第二次。\\n最后这里还有代用餐，用了女儿的名字买了，希望帮到有需要既人之余，大家都身体健康，快快乐乐。,0
这家饭店的菜做工精细，味道独特。他们的竹荪炖鸽、西湖莼菜汤、龙井虾仁等菜品充满浓郁的地方风味，令人食欲大增。,1
苏州松鼠桂鱼：这家餐厅的松鼠桂鱼味道非常好，鱼肉鲜嫩，搭配上松鼠榛子酱，口感丰富多样。餐厅装修雅致，服务也很周到，是一家非常值得品尝的江苏菜馆。,1
餐厅的服务效率高，上菜速度快，让顾客不用等待太久。,1
也算去过扬州大大小小咖啡店，吃过不少蛋糕点心，正好路过这边办事，想起微博有推荐过这家，就进去试了一下，但是结果有点差强人意。\\n首先说说口味吧，我觉得一家咖啡馆点心店最重要的不是装修不是风格，而是口味，如果口味不行，那相当于基础就没打好。经过服务员的推荐点了一份抹茶蛋糕。装盘还是算精致的，可是当叉子切下去后，整个蛋糕就坍塌了，型没固定好；抹茶粉应该还是不错的，颜色以及口味能吃出来，但是奶油的香味不够，造成整个蛋糕口味不浓郁，味道很单一，饼底与蛋糕体融合的也不够好，口感是分开的。相较之下，包包家还有私房小厨娘的味道都更好。\\n其次，价位略高。相对于扬州均价28左右的小蛋糕，36的价格高了点。如果物有所值也可以，但可惜的是没有吃到值得花高价的原因。\\n再次，女服务员感觉对店里东西还不够了解。让服务员推荐畅销款的时候，服务员卡壳了一下，顿了半天才说出一个。\\n这个店幸好开在江都，如果开在扬州，竞争力不太够。如果是扬州的朋友，没有必要特意去吃，扬州不少小店味道性价比都比他家高。,0
真心想给这家店打五分，或者四星半，不敢打是因为还有几个大菜没吃着没法下定论，但就我们吃的这一顿基本满意，感觉比安南好一些。\\n因为只有俩人，所以没点多，沙拉+小吃+主菜+主食+甜点这个套路，我们要了海鲜沙拉、肉串拼盘、黄咖喱牛肉、炒金边粉和椰汁西米糕，个个值得称道。海鲜沙拉，酸辣爽口，唯一扣分的地方就是海蛎子硬得像橡皮，其余的都很好。肉串拼盘，简直要惊叫了，牛肉猪肉鸡肉串，个个那么大块得串着上来，最后都是凭借意志吃完了，强烈建议以后单卖，因为我特别喜欢吃牛肉的那种，不需要蘸酱料味道已经很足。黄咖喱牛肉，加了椰浆奶油味道更加醇厚，配饭一流。大虾炒金边粉，Q弹入味也是合格，最后的椰汁西米糕不是特别甜，很适合饭后加点，一餐下来味觉体验十分流畅惬意，作为食客十分满意。\\n如果要从专业上吹毛求疵的话，这家店应该是改良过的泰式口味，大部分偏甜，过于辛辣或腥的泰式口味基本都去掉了，另，就餐人数和安南一样，适合三四朋友小聚，因为分量都不是太多，菜品的选择空间上也就那些，所以我感觉再去个两次就可以把特色菜都尝遍了。\\n话说会不会和安南一样有不在菜单上的特色菜啊,0
嘉兴糕点店：在嘉兴糕点店买了一些特色糕点，味道美味，口感细腻。他们的南糕、枸杞糕都非常好吃，特别推荐。价格实惠，服务热情，下次还会再来选购。,1
我在这家餐厅品尝了传统的西班牙鳕鱼炖饭，真是美味至极！鳕鱼的口感鲜嫩，米饭则吸收了所有的浓郁香料味道。绝对是一道让人回味的佳肴。,1
我喜欢这家餐厅的氛围和装饰，让人仿佛置身于西班牙。他们的葡萄酒选择也很多，每一款都配得上美食。推荐尝试他们的西班牙烤鳕鱼，口感鲜嫩，绝对是一道顶级菜肴。,1
他家位置挺好找的，就在佟楼天桥旁边，紧挨着佟楼副食商店，屋子里的布置非常有特色，坐在里面感觉非常新奇又舒服，再说说菜品吧，小凉菜都很便宜，量也不小，素什锦好好吃，拉皮，蓑衣黄瓜都做的非常好，颜色诱人味道可口清爽开胃，番茄牛肉广受好评，大家都非常喜欢吃，牛肉非常入味还都是瘦肉，不柴非常好嚼，配合番茄的浓香，真的一口一口停不下来啊，牛肉烧饼大赞！！烧饼非常脆，里面的牛肉还有卤蛋的搭配非常好，超好吃！！他家的羊肉串等等都非常好吃，很大一串，重头戏当然是羊腿汤啦，汤浓香不膻，不爱吃羊肉的朋友也可以尝试一下啊，非常非常好喝，汤是经过了长时间羊棒骨熬制而成的，非常好喝！！服务也是非常好，有求必应，以后还会再来的！！,0
抵达武汉吃的第一顿，周六中午约11:30到的，进门无需等位，点好菜出来洗手的时候发现外面已经开始排起队了。装修风格依然属于暗沉风格。\\n记忆最深刻的是【马家沟水芹】口感很棒，特制酱汁凉拌的，吃起来非常爽口。\\n茶香鸡，两位男士要点的，最后没吃完，点的多了。\\n麻辣豆腐，口味太重，齁死了，3块钱就不强求这些口味了。\\n蒜蓉粉丝虾，虾仁滑嫩，粉丝入味。\\n杭州卤鸭，甜口肉嫩，推荐！\\n水煮牛肉，大油、重油，油的不得了，不推荐！\\n\\n另，交行信用卡可以打9.5折。,0
这是第二次去。。点了鼓汁排骨饭  和风牛腩还有个肥叉。。排骨和牛腩事先腌过了 味道蛮重的 记得第一次来吃的时候虽然蔬菜什么很新鲜不过感觉饭吃起来没什么味道 太清淡 现在这样挺好 符合我重口味的标准捏哈哈 就是排骨饭的这个排骨。。真心没有什么肉而且小骨头有点多。。老板能不能换成有肉的排骨这样才会比较好吃！牛腩没有我的排骨好次 然后那个肥叉！真心好次！比避风塘兴旺啥的都好吃。。叉烧就是要肥的才好吃！然而并不会腻！烧鸭太肥了很普通 鸦片鱼也很好吃可为什么有骨头！,0
保利中汇广场在广州东站旁边，交通非常便利，除了地铁2条线汇集之外，还有公交车总站。服务态度很好，对客人比较热情和耐心。环境的话对这些四川火锅没有太大好感，因为油味太浓了，一身衣服都是。味道还可以，其实四川火锅都差不多，因为麻辣已经把你味觉弄掉。蜀九香火锅酒楼，店面装修古朴、典雅、大气，红红的仿宫灯，如意结，充满了浓浓的古典气息。主营重庆土灶火锅、全牛油的火锅。　\\n2000年，四川省成都双楠少陵路。‘  家家福’ 的灯火开始点亮，也点亮家家福，蜀九香人的梦想——创办最具特色，食客满意的火锅店。原木的地面、砖砌土灶、长条板凳、九格火锅造就家家福原汁原味的就餐环境，加上精益求精的菜品、顾客至上的服务，家家福成为全成都好吃客们的飨宴天堂。从家家福到蜀九香，从少陵路到倪家桥、百花大桥、清溪西路、紫竹南街……蜀九香历经千锤与百炼，将灿烂的巴蜀文化和浓郁的明清风格熬入浓浓的锅底以不变的美味，传至神州大地。,0
